Район,Конкурс,Год,Количество участников,Средний балл,Необходимые знания
Район20,Информатика_ШЭ,2023,157,34.5,"Основы программирования, работа с данными."
Район20,Информатика_МЭ,2023,201,38.05,"Разработка программного обеспечения, работа с базами данных."
Район20,Информатика_РЭ,2023,115,25.3,Анализ и оптимизация алгоритмов.
Район20,Информатика_ЗЭ,2023,141,31.02,"История информатики, влияние технологий на общество."
Район20,Информатика_ШЭ,2024,235,40.54,Углубленное изучение алгоритмов и структур данных.
Район20,Информатика_МЭ,2024,248,46.26,Создание веб-приложений и работа с API.
Район20,Информатика_РЭ,2024,104,24.11,Машинное обучение и работа с большими данными.
Район20,Информатика_ЗЭ,2024,28,11.77,Современные достижения в области информатики.
Район20,Искусство_ШЭ,2023,39,16.62,Общие знания
Район20,Искусство_РЭ,2023,216,42.06,Общие знания
Район20,Искусство_ЗЭ,2023,26,14.43,Общие знания
Район20,Искусство_ШЭ,2024,70,24.77,Общие знания
Район20,Искусство_МЭ,2024,137,33.7,Общие знания
Район20,Искусство_РЭ,2024,154,33.28,Общие знания
Район20,История_ШЭ,2023,36,11.08,"Основы истории, знание ключевых событий и дат."
Район20,История_МЭ,2023,99,26.93,Изучение исторических процессов и их влияния на современность.
Район20,История_РЭ,2023,39,16.5,Анализ исторических источников и документов.
Район20,История_ШЭ,2024,162,33.26,Углубленное изучение мировой истории и ее этапов.
Район20,История_МЭ,2024,70,25.25,Анализ исторических событий с разных точек зрения.
Район20,История_РЭ,2024,153,29.24,Работа с архивными материалами и историческими документами.
Район20,История_ЗЭ,2024,208,44.57,Современные подходы к изучению истории.
Район20,Испанский язык_ШЭ,2023,136,34.28,Общие знания
Район20,Испанский язык_МЭ,2023,71,23.9,Общие знания
Район20,Испанский язык_РЭ,2023,79,23.31,Общие знания
Район20,Испанский язык_ЗЭ,2023,250,47.2,Общие знания
Район20,Испанский язык_ШЭ,2024,10,14.14,Общие знания
Район20,Испанский язык_МЭ,2024,75,17.59,Общие знания
Район20,Испанский язык_РЭ,2024,157,31.69,Общие знания
Район20,Испанский язык_ЗЭ,2024,140,32.63,Общие знания
Район20,Итальянский язык_ШЭ,2023,82,27.01,Общие знания
Район20,Итальянский язык_МЭ,2023,65,21.49,Общие знания
Район20,Итальянский язык_РЭ,2023,73,19.53,Общие знания
Район20,Итальянский язык_ЗЭ,2023,194,38.02,Общие знания
Район20,Итальянский язык_ШЭ,2024,244,43.2,Общие знания
Район20,Итальянский язык_МЭ,2024,178,34.38,Общие знания
Район20,Итальянский язык_РЭ,2024,190,42.63,Общие знания
Район20,Итальянский язык_ЗЭ,2024,128,33.9,Общие знания
Район20,Китайский язык_ШЭ,2023,168,39.63,Общие знания
Район20,Китайский язык_МЭ,2023,80,19.83,Общие знания
Район20,Китайский язык_РЭ,2023,95,26.78,Общие знания
Район20,Китайский язык_ЗЭ,2023,90,22.37,Общие знания
Район20,Китайский язык_ШЭ,2024,34,17.53,Общие знания
Район20,Китайский язык_МЭ,2024,207,39.77,Общие знания
Район20,Китайский язык_РЭ,2024,165,37.07,Общие знания
Район20,Китайский язык_ЗЭ,2024,116,29.86,Общие знания
Район20,Литература_ШЭ,2023,140,34.9,"Основы литературного анализа, знание классических произведений."
Район20,Литература_МЭ,2023,153,28.34,Изучение различных жанров и стилей литературы.
Район20,Литература_РЭ,2023,173,33.28,"Анализ литературных произведений, написание критических отзывов."
Район20,Литература_ЗЭ,2023,59,21.24,"История литературы, влияние на культуру."
Район20,Литература_ШЭ,2024,148,32.57,Углубленное изучение литературных течений и направлений.
Район20,Литература_МЭ,2024,92,25.49,Анализ современных произведений и их контекста.
Район20,Литература_РЭ,2024,36,10.55,Создание собственных литературных произведений.
Район20,Литература_ЗЭ,2024,31,14.23,Современные достижения в литературе.
Район20,Математика_ШЭ,2023,10,14.89,Общие знания
Район20,Математика_МЭ,2023,30,17.8,Общие знания
Район20,Математика_РЭ,2023,91,25.26,Общие знания
Район20,Математика_ЗЭ,2023,141,29.4,Общие знания
Район20,Математика_ШЭ,2024,97,26.26,Общие знания
Район20,Математика_МЭ,2024,199,36.34,Общие знания
Район20,Математика_РЭ,2024,116,25.66,Общие знания
Район20,Математика_ЗЭ,2024,1,9.54,Общие знания
Район20,Немецкий язык_ШЭ,2023,189,42.48,Общие знания
Район20,Немецкий язык_МЭ,2023,25,15.68,Общие знания
Район20,Немецкий язык_РЭ,2023,197,42.05,Общие знания
Район20,Немецкий язык_ЗЭ,2023,127,34.05,Общие знания
Район20,Немецкий язык_ШЭ,2024,243,46.95,Общие знания
Район20,Немецкий язык_МЭ,2024,116,27.25,Общие знания
Район20,Немецкий язык_РЭ,2024,208,43.59,Общие знания
Район20,Немецкий язык_ЗЭ,2024,157,29.56,Общие знания
Район20,Обществознание_ШЭ,2023,207,44.05,Общие знания
Район20,Обществознание_МЭ,2023,105,23.68,Общие знания
Район20,Обществознание_РЭ,2023,172,39.42,Общие знания
Район20,Обществознание_ЗЭ,2023,67,20.54,Общие знания
Район20,Обществознание_ШЭ,2024,248,48.25,Общие знания
Район20,Обществознание_МЭ,2024,102,24.15,Общие знания
Район20,Обществознание_РЭ,2024,33,15.95,Общие знания
Район20,Обществознание_ЗЭ,2024,219,41.7,Общие знания
Район20,Основы безопасности жизнедеятельности_ШЭ,2023,200,37.64,Общие знания
Район20,Основы безопасности жизнедеятельности_МЭ,2023,140,33.33,Общие знания
Район20,Основы безопасности жизнедеятельности_РЭ,2023,240,49.37,Общие знания
Район20,Основы безопасности жизнедеятельности_ЗЭ,2023,191,41.09,Общие знания
Район20,Основы безопасности жизнедеятельности_ШЭ,2024,222,40.27,Общие знания
Район20,Основы безопасности жизнедеятельности_МЭ,2024,3,13.19,Общие знания
Район20,Основы безопасности жизнедеятельности_РЭ,2024,223,39.97,Общие знания
Район20,Основы безопасности жизнедеятельности_ЗЭ,2024,121,31.79,Общие знания
Район20,Право_ШЭ,2023,20,10.83,Общие знания
Район20,Право_МЭ,2023,46,20.53,Общие знания
Район20,Право_РЭ,2023,50,17.19,Общие знания
Район20,Право_ЗЭ,2023,84,24.93,Общие знания
Район20,Право_ШЭ,2024,207,45.25,Общие знания
Район20,Право_МЭ,2024,87,20.78,Общие знания
Район20,Право_РЭ,2024,249,43.99,Общие знания
Район20,Право_ЗЭ,2024,228,48.26,Общие знания
Район20,Русский язык_МЭ,2023,248,49.6,Общие знания
Район20,Русский язык_РЭ,2023,220,43.77,Общие знания
Район20,Русский язык_ЗЭ,2023,146,33.15,Общие знания
Район20,Русский язык_ШЭ,2024,199,40.5,Общие знания
Район20,Русский язык_МЭ,2024,39,15.9,Общие знания
Район20,Русский язык_РЭ,2024,208,45.44,Общие знания
Район20,Русский язык_ЗЭ,2024,230,39.84,Общие знания
Район20,Технология_ШЭ,2023,82,18.83,Общие знания
Район20,Технология_МЭ,2023,42,11.82,Общие знания
Район20,Технология_РЭ,2023,165,31.35,Общие знания
Район20,Технология_ЗЭ,2023,152,29.08,Общие знания
Район20,Технология_ШЭ,2024,16,8.98,Общие знания
Район20,Технология_МЭ,2024,89,27.53,Общие знания
Район20,Технология_РЭ,2024,238,48.15,Общие знания
Район20,Технология_ЗЭ,2024,13,11.05,Общие знания
Район20,Физика_ШЭ,2023,40,12.1,"Основы физики, механика, термодинамика."
Район20,Физика_МЭ,2023,124,27.9,"Экспериментальные методы, анализ физических явлений."
Район20,Физика_РЭ,2023,214,45.22,"Решение задач, работа с физическими формулами."
Район20,Физика_ЗЭ,2023,42,16.42,"История физики, влияние на технологии."
Район20,Физика_ШЭ,2024,242,41.86,Углубленное изучение квантовой физики и теории относительности.
Район20,Физика_МЭ,2024,173,34.75,Применение законов физики в реальных задачах.
Район20,Физика_РЭ,2024,113,30.41,Исследование физических процессов на высоком уровне.
Район20,Физика_ЗЭ,2024,206,43.53,Современные достижения в физике.
Район20,Физическая культура_ШЭ,2023,6,15.8,Общие знания
Район20,Физическая культура_МЭ,2023,86,26.63,Общие знания
Район20,Физическая культура_РЭ,2023,8,13.7,Общие знания
Район20,Физическая культура_ЗЭ,2023,198,44.59,Общие знания
Район20,Физическая культура_ШЭ,2024,172,36.1,Общие знания
Район20,Физическая культура_МЭ,2024,53,13.14,Общие знания
Район20,Физическая культура_РЭ,2024,85,25.59,Общие знания
Район20,Физическая культура_ЗЭ,2024,35,13.41,Общие знания
Район20,Французский язык_ШЭ,2023,230,41.63,Общие знания
Район20,Французский язык_МЭ,2023,119,24.93,Общие знания
Район20,Французский язык_РЭ,2023,112,27.96,Общие знания
Район20,Французский язык_ЗЭ,2023,182,34.5,Общие знания
Район20,Французский язык_ШЭ,2024,110,23.53,Общие знания
Район20,Французский язык_МЭ,2024,80,22.42,Общие знания
Район20,Французский язык_РЭ,2024,102,21.67,Общие знания
Район20,Французский язык_ЗЭ,2024,204,44.82,Общие знания
Район20,Химия_ШЭ,2023,184,35.79,"Основы химии, химические реакции, периодическая таблица."
Район20,Химия_МЭ,2023,210,43.29,"Лабораторные методы, анализ химических веществ."
Район20,Химия_РЭ,2023,230,40.64,"Решение химических задач, работа с формулами."
Район20,Химия_ЗЭ,2023,202,35.59,"История химии, влияние на медицину."
Район20,Химия_ШЭ,2024,61,16.65,Углубленное изучение органической и неорганической химии.
Район20,Химия_МЭ,2024,145,36.07,Применение химических знаний в повседневной жизни.
Район20,Химия_РЭ,2024,78,19.56,Работа с химическими реакциями и их механизмами.
Район20,Химия_ЗЭ,2024,69,18.42,Современные достижения в химии и химической технологии.
Район20,Экология_ШЭ,2023,249,42.75,"Основы экологии, знание экосистем и их компонентов."
Район20,Экология_МЭ,2023,172,32.33,Изучение взаимодействия организмов и окружающей среды.
Район20,Экология_РЭ,2023,79,25.0,Анализ экологических данных и проблем.
Район20,Экология_ЗЭ,2023,60,16.38,"История экологии, влияние на общество."
Район20,Экология_ШЭ,2024,99,20.26,Углубленное изучение экологических процессов и их динамики.
Район20,Экология_МЭ,2024,236,42.01,Анализ современных экологических проблем и их решений.
Район20,Экология_РЭ,2024,166,34.27,Работа с экологическими моделями и прогнозами.
Район20,Экология_ЗЭ,2024,192,41.98,Современные достижения в экологии.
Район20,Экономика_ШЭ,2023,77,17.92,"Основы экономики, знание ключевых понятий и терминов."
Район20,Экономика_МЭ,2023,85,23.68,Изучение экономических систем и их особенностей.
Район20,Экономика_РЭ,2023,56,15.23,Анализ экономических данных и показателей.
Район20,Экономика_ЗЭ,2023,34,18.97,"История экономики, влияние на общество."
Район20,Экономика_ШЭ,2024,164,34.73,Углубленное изучение макро- и микроэкономики.
Район20,Экономика_РЭ,2024,237,44.44,Работа с экономическими моделями и прогнозами.
Район20,Экономика_ЗЭ,2024,17,14.96,Современные достижения в экономике.
Район20,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2023,84,18.36,Общие знания
Район20,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2023,195,34.37,Общие знания
Район20,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2024,113,28.93,Общие знания
Район20,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2024,45,17.63,Общие знания
Район20,Олимпиада им. В.Я. Струве по астрономии_РЭ,2023,208,43.27,Общие знания
Район20,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2023,73,17.43,Общие знания
Район20,Олимпиада им. В.Я. Струве по астрономии_РЭ,2024,89,25.88,Общие знания
Район20,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2024,43,13.3,Общие знания
Район20,Олимпиада им. Л.Эйлера по математике_РЭ,2023,204,37.71,Общие знания
Район20,Олимпиада им. Л.Эйлера по математике_ЗЭ,2023,47,12.21,Общие знания
Район20,Олимпиада им. Л.Эйлера по математике_РЭ,2024,218,41.57,Общие знания
Район20,Олимпиада им. Л.Эйлера по математике_ЗЭ,2024,99,20.83,Общие знания
Район20,Олимпиада им. М. Келдыша по информатике_РЭ,2023,53,16.23,Общие знания
Район20,Олимпиада им. М. Келдыша по информатике_ЗЭ,2023,70,19.57,Общие знания
Район20,Олимпиада им. М. Келдыша по информатике_РЭ,2024,220,39.56,Общие знания
Район20,Олимпиада им. М. Келдыша по информатике_ЗЭ,2024,243,44.82,Общие знания
Район21,Английский язык_ШЭ,2023,128,32.32,"Знание основ английского языка, включая грамматику, базовый словарный запас, навыки устной речи и аудирования."
Район21,Английский язык_МЭ,2023,217,43.17,"Разговорный английский на среднем уровне, навыки общения в различных ситуациях."
Район21,Английский язык_РЭ,2023,168,34.34,"Чтение и глубокое понимание сложных текстов, написание эссе."
Район21,Английский язык_ЗЭ,2023,17,10.2,"Письмо и составление различных текстов, включая деловую переписку."
Район21,Английский язык_ШЭ,2024,68,17.06,"Углубленное знание грамматики, расширенный словарный запас, навыки ведения диалогов на различные темы."
Район21,Английский язык_МЭ,2024,177,33.29,"Разговорный английский на высоком уровне, анализ текстов и их интерпретация."
Район21,Английский язык_РЭ,2024,230,42.7,"Критическое чтение, написание научных работ и эссе."
Район21,Английский язык_ЗЭ,2024,159,33.34,"Создание резюме и сопроводительных писем, навыки редактирования."
Район21,Астрономия_ШЭ,2023,25,18.11,"Основы астрономии, знание планет и звезд, работа с телескопом."
Район21,Астрономия_МЭ,2023,118,32.18,"Астрономические наблюдения, работа с астрономическими картами."
Район21,Астрономия_РЭ,2023,103,25.4,"Астрономические расчеты, понимание законов движения небесных тел."
Район21,Астрономия_ЗЭ,2023,208,38.14,"История астрономии, влияние астрономии на культуру."
Район21,Астрономия_МЭ,2024,43,20.7,"Анализ данных астрономических наблюдений, изучение звездных систем."
Район21,Астрономия_РЭ,2024,212,37.5,"Понимание астрофизики, работа с астрономическими моделями."
Район21,Астрономия_ЗЭ,2024,247,50.03,Современные достижения в астрономии и космонавтике.
Район21,Биология_ШЭ,2023,248,47.96,"Основы биологии, экология, анатомия."
Район21,Биология_МЭ,2023,192,42.02,"Изучение экосистем, взаимодействие организмов."
Район21,Биология_РЭ,2023,208,39.78,"Анализ биологических данных, работа с микроскопом."
Район21,Биология_ЗЭ,2023,53,19.87,"История биологии, влияние на медицину."
Район21,Биология_ШЭ,2024,58,21.83,Углубленное изучение клеточной биологии и генетики.
Район21,Биология_МЭ,2024,133,28.76,Изучение биологических процессов на молекулярном уровне.
Район21,Биология_РЭ,2024,150,28.87,"Работа с биоинформатикой, анализ генетических данных."
Район21,Биология_ЗЭ,2024,183,38.94,Современные достижения в биологии и биотехнологиях.
Район21,География_ШЭ,2023,235,43.98,"Знание географии, карты, страны и столицы."
Район21,География_МЭ,2023,168,31.22,"Экономическая география, влияние человека на природу."
Район21,География_РЭ,2023,142,26.45,"Географические исследования, работа с картами."
Район21,География_ЗЭ,2023,32,10.71,"История географии, влияние на культуру."
Район21,География_ШЭ,2024,152,31.56,Углубленное изучение физической и экономической географии.
Район21,География_МЭ,2024,82,20.71,Анализ природных ресурсов и их использование.
Район21,География_РЭ,2024,133,26.13,Работа с геоинформационными системами (ГИС).
Район21,География_ЗЭ,2024,66,24.27,Современные достижения в географии.
Район21,Информатика_МЭ,2023,214,37.17,"Разработка программного обеспечения, работа с базами данных."
Район21,Информатика_РЭ,2023,187,34.21,Анализ и оптимизация алгоритмов.
Район21,Информатика_ЗЭ,2023,167,39.39,"История информатики, влияние технологий на общество."
Район21,Информатика_МЭ,2024,214,42.46,Создание веб-приложений и работа с API.
Район21,Информатика_РЭ,2024,49,20.62,Машинное обучение и работа с большими данными.
Район21,Информатика_ЗЭ,2024,135,32.94,Современные достижения в области информатики.
Район21,Искусство_ШЭ,2023,197,39.64,Общие знания
Район21,Искусство_МЭ,2023,164,39.2,Общие знания
Район21,Искусство_РЭ,2023,78,16.94,Общие знания
Район21,Искусство_ЗЭ,2023,69,15.71,Общие знания
Район21,Искусство_ШЭ,2024,244,43.47,Общие знания
Район21,Искусство_МЭ,2024,155,30.24,Общие знания
Район21,Искусство_РЭ,2024,238,46.64,Общие знания
Район21,Искусство_ЗЭ,2024,103,28.37,Общие знания
Район21,История_ШЭ,2023,234,45.67,"Основы истории, знание ключевых событий и дат."
Район21,История_МЭ,2023,22,16.04,Изучение исторических процессов и их влияния на современность.
Район21,История_РЭ,2023,106,27.22,Анализ исторических источников и документов.
Район21,История_ЗЭ,2023,234,44.46,"История культуры и искусства, влияние на общество."
Район21,История_ШЭ,2024,79,20.36,Углубленное изучение мировой истории и ее этапов.
Район21,История_МЭ,2024,82,20.05,Анализ исторических событий с разных точек зрения.
Район21,История_РЭ,2024,211,37.43,Работа с архивными материалами и историческими документами.
Район21,Испанский язык_ШЭ,2023,81,20.51,Общие знания
Район21,Испанский язык_МЭ,2023,98,29.14,Общие знания
Район21,Испанский язык_РЭ,2023,193,38.63,Общие знания
Район21,Испанский язык_ЗЭ,2023,153,29.24,Общие знания
Район21,Испанский язык_ШЭ,2024,148,35.96,Общие знания
Район21,Испанский язык_МЭ,2024,204,37.77,Общие знания
Район21,Испанский язык_РЭ,2024,226,39.64,Общие знания
Район21,Испанский язык_ЗЭ,2024,59,16.59,Общие знания
Район21,Итальянский язык_МЭ,2023,41,18.55,Общие знания
Район21,Итальянский язык_РЭ,2023,28,18.24,Общие знания
Район21,Итальянский язык_ЗЭ,2023,189,36.45,Общие знания
Район21,Итальянский язык_ШЭ,2024,248,49.19,Общие знания
Район21,Итальянский язык_МЭ,2024,250,43.65,Общие знания
Район21,Итальянский язык_РЭ,2024,66,18.27,Общие знания
Район21,Итальянский язык_ЗЭ,2024,186,40.51,Общие знания
Район21,Китайский язык_ШЭ,2023,250,45.33,Общие знания
Район21,Китайский язык_МЭ,2023,18,17.59,Общие знания
Район21,Китайский язык_РЭ,2023,162,36.14,Общие знания
Район21,Китайский язык_ЗЭ,2023,34,13.88,Общие знания
Район21,Китайский язык_МЭ,2024,240,47.44,Общие знания
Район21,Китайский язык_РЭ,2024,88,26.58,Общие знания
Район21,Китайский язык_ЗЭ,2024,105,28.16,Общие знания
Район21,Литература_ШЭ,2023,111,22.38,"Основы литературного анализа, знание классических произведений."
Район21,Литература_МЭ,2023,167,30.19,Изучение различных жанров и стилей литературы.
Район21,Литература_РЭ,2023,122,28.06,"Анализ литературных произведений, написание критических отзывов."
Район21,Литература_ЗЭ,2023,123,29.0,"История литературы, влияние на культуру."
Район21,Литература_ШЭ,2024,13,12.29,Углубленное изучение литературных течений и направлений.
Район21,Литература_МЭ,2024,19,11.14,Анализ современных произведений и их контекста.
Район21,Литература_РЭ,2024,63,21.43,Создание собственных литературных произведений.
Район21,Литература_ЗЭ,2024,181,35.53,Современные достижения в литературе.
Район21,Математика_ШЭ,2023,110,21.77,Общие знания
Район21,Математика_МЭ,2023,174,40.17,Общие знания
Район21,Математика_РЭ,2023,3,15.33,Общие знания
Район21,Математика_ЗЭ,2023,3,8.09,Общие знания
Район21,Математика_ШЭ,2024,242,51.19,Общие знания
Район21,Математика_МЭ,2024,80,25.57,Общие знания
Район21,Математика_РЭ,2024,30,13.85,Общие знания
Район21,Математика_ЗЭ,2024,164,38.21,Общие знания
Район21,Немецкий язык_ШЭ,2023,96,28.48,Общие знания
Район21,Немецкий язык_РЭ,2023,44,14.42,Общие знания
Район21,Немецкий язык_ЗЭ,2023,97,26.66,Общие знания
Район21,Немецкий язык_МЭ,2024,245,48.3,Общие знания
Район21,Немецкий язык_ЗЭ,2024,198,42.68,Общие знания
Район21,Обществознание_ШЭ,2023,9,7.79,Общие знания
Район21,Обществознание_МЭ,2023,146,28.54,Общие знания
Район21,Обществознание_РЭ,2023,18,16.72,Общие знания
Район21,Обществознание_ЗЭ,2023,195,39.32,Общие знания
Район21,Обществознание_ШЭ,2024,77,17.68,Общие знания
Район21,Обществознание_МЭ,2024,137,26.82,Общие знания
Район21,Обществознание_РЭ,2024,4,13.27,Общие знания
Район21,Обществознание_ЗЭ,2024,151,30.06,Общие знания
Район21,Основы безопасности жизнедеятельности_ШЭ,2023,225,39.52,Общие знания
Район21,Основы безопасности жизнедеятельности_МЭ,2023,103,25.18,Общие знания
Район21,Основы безопасности жизнедеятельности_РЭ,2023,131,24.87,Общие знания
Район21,Основы безопасности жизнедеятельности_ЗЭ,2023,218,43.54,Общие знания
Район21,Основы безопасности жизнедеятельности_ШЭ,2024,120,30.26,Общие знания
Район21,Основы безопасности жизнедеятельности_РЭ,2024,214,46.36,Общие знания
Район21,Основы безопасности жизнедеятельности_ЗЭ,2024,72,16.49,Общие знания
Район21,Право_ШЭ,2023,188,33.93,Общие знания
Район21,Право_МЭ,2023,55,14.6,Общие знания
Район21,Право_РЭ,2023,144,26.84,Общие знания
Район21,Право_ЗЭ,2023,81,20.65,Общие знания
Район21,Право_ШЭ,2024,108,30.76,Общие знания
Район21,Право_МЭ,2024,109,28.77,Общие знания
Район21,Право_РЭ,2024,87,23.75,Общие знания
Район21,Право_ЗЭ,2024,105,24.06,Общие знания
Район21,Русский язык_ШЭ,2023,34,14.84,Общие знания
Район21,Русский язык_МЭ,2023,212,40.83,Общие знания
Район21,Русский язык_РЭ,2023,236,45.65,Общие знания
Район21,Русский язык_ЗЭ,2023,70,23.53,Общие знания
Район21,Русский язык_ШЭ,2024,115,25.54,Общие знания
Район21,Русский язык_МЭ,2024,20,15.34,Общие знания
Район21,Русский язык_РЭ,2024,162,35.05,Общие знания
Район21,Русский язык_ЗЭ,2024,225,44.27,Общие знания
Район21,Технология_ШЭ,2023,196,41.59,Общие знания
Район21,Технология_МЭ,2023,83,25.81,Общие знания
Район21,Технология_РЭ,2023,125,28.97,Общие знания
Район21,Технология_ЗЭ,2023,249,49.66,Общие знания
Район21,Технология_ШЭ,2024,86,22.42,Общие знания
Район21,Технология_РЭ,2024,114,28.96,Общие знания
Район21,Физика_ШЭ,2023,168,31.2,"Основы физики, механика, термодинамика."
Район21,Физика_РЭ,2023,125,24.6,"Решение задач, работа с физическими формулами."
Район21,Физика_ЗЭ,2023,75,16.53,"История физики, влияние на технологии."
Район21,Физика_ШЭ,2024,126,30.39,Углубленное изучение квантовой физики и теории относительности.
Район21,Физика_МЭ,2024,181,38.54,Применение законов физики в реальных задачах.
Район21,Физика_РЭ,2024,135,31.03,Исследование физических процессов на высоком уровне.
Район21,Физика_ЗЭ,2024,77,21.13,Современные достижения в физике.
Район21,Физическая культура_ШЭ,2023,205,45.29,Общие знания
Район21,Физическая культура_МЭ,2023,19,11.33,Общие знания
Район21,Физическая культура_РЭ,2023,26,14.52,Общие знания
Район21,Физическая культура_ЗЭ,2023,193,42.93,Общие знания
Район21,Физическая культура_ШЭ,2024,184,32.99,Общие знания
Район21,Физическая культура_МЭ,2024,224,40.98,Общие знания
Район21,Физическая культура_ЗЭ,2024,25,13.01,Общие знания
Район21,Французский язык_ШЭ,2023,136,27.58,Общие знания
Район21,Французский язык_МЭ,2023,93,23.04,Общие знания
Район21,Французский язык_РЭ,2023,156,32.27,Общие знания
Район21,Французский язык_ЗЭ,2023,149,34.91,Общие знания
Район21,Французский язык_ШЭ,2024,206,38.18,Общие знания
Район21,Французский язык_МЭ,2024,185,37.93,Общие знания
Район21,Французский язык_РЭ,2024,112,27.63,Общие знания
Район21,Французский язык_ЗЭ,2024,93,28.25,Общие знания
Район21,Химия_ШЭ,2023,58,17.26,"Основы химии, химические реакции, периодическая таблица."
Район21,Химия_МЭ,2023,242,49.67,"Лабораторные методы, анализ химических веществ."
Район21,Химия_РЭ,2023,151,29.66,"Решение химических задач, работа с формулами."
Район21,Химия_ЗЭ,2023,146,27.8,"История химии, влияние на медицину."
Район21,Химия_ШЭ,2024,22,11.92,Углубленное изучение органической и неорганической химии.
Район21,Химия_МЭ,2024,106,26.76,Применение химических знаний в повседневной жизни.
Район21,Химия_РЭ,2024,68,16.93,Работа с химическими реакциями и их механизмами.
Район21,Химия_ЗЭ,2024,171,40.52,Современные достижения в химии и химической технологии.
Район21,Экология_ШЭ,2023,132,28.36,"Основы экологии, знание экосистем и их компонентов."
Район21,Экология_МЭ,2023,28,13.22,Изучение взаимодействия организмов и окружающей среды.
Район21,Экология_РЭ,2023,83,21.0,Анализ экологических данных и проблем.
Район21,Экология_ЗЭ,2023,11,8.9,"История экологии, влияние на общество."
Район21,Экология_ШЭ,2024,222,41.9,Углубленное изучение экологических процессов и их динамики.
Район21,Экология_МЭ,2024,208,45.43,Анализ современных экологических проблем и их решений.
Район21,Экология_РЭ,2024,227,48.89,Работа с экологическими моделями и прогнозами.
Район21,Экология_ЗЭ,2024,182,40.03,Современные достижения в экологии.
Район21,Экономика_ШЭ,2023,24,16.28,"Основы экономики, знание ключевых понятий и терминов."
Район21,Экономика_МЭ,2023,207,43.28,Изучение экономических систем и их особенностей.
Район21,Экономика_РЭ,2023,147,30.78,Анализ экономических данных и показателей.
Район21,Экономика_ЗЭ,2023,153,31.93,"История экономики, влияние на общество."
Район21,Экономика_ШЭ,2024,81,17.85,Углубленное изучение макро- и микроэкономики.
Район21,Экономика_МЭ,2024,150,34.69,Анализ современных экономических проблем и их решений.
Район21,Экономика_РЭ,2024,24,16.94,Работа с экономическими моделями и прогнозами.
Район21,Экономика_ЗЭ,2024,155,30.46,Современные достижения в экономике.
Район21,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2023,104,20.93,Общие знания
Район21,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2023,73,20.91,Общие знания
Район21,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2024,192,35.77,Общие знания
Район21,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2024,132,28.47,Общие знания
Район21,Олимпиада им. В.Я. Струве по астрономии_РЭ,2023,216,46.72,Общие знания
Район21,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2023,45,13.95,Общие знания
Район21,Олимпиада им. В.Я. Струве по астрономии_РЭ,2024,173,37.85,Общие знания
Район21,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2024,185,36.31,Общие знания
Район21,Олимпиада им. Л.Эйлера по математике_РЭ,2023,29,17.89,Общие знания
Район21,Олимпиада им. Л.Эйлера по математике_ЗЭ,2023,113,28.07,Общие знания
Район21,Олимпиада им. Л.Эйлера по математике_ЗЭ,2024,24,12.34,Общие знания
Район21,Олимпиада им. М. Келдыша по информатике_РЭ,2023,52,18.88,Общие знания
Район21,Олимпиада им. М. Келдыша по информатике_ЗЭ,2023,145,27.07,Общие знания
Район21,Олимпиада им. М. Келдыша по информатике_РЭ,2024,14,9.86,Общие знания
Район21,Олимпиада им. М. Келдыша по информатике_ЗЭ,2024,249,46.65,Общие знания
Район22,Английский язык_ШЭ,2023,32,12.21,"Знание основ английского языка, включая грамматику, базовый словарный запас, навыки устной речи и аудирования."
Район22,Английский язык_МЭ,2023,159,35.65,"Разговорный английский на среднем уровне, навыки общения в различных ситуациях."
Район22,Английский язык_РЭ,2023,69,20.68,"Чтение и глубокое понимание сложных текстов, написание эссе."
Район22,Английский язык_ЗЭ,2023,23,12.38,"Письмо и составление различных текстов, включая деловую переписку."
Район22,Английский язык_ШЭ,2024,103,27.12,"Углубленное знание грамматики, расширенный словарный запас, навыки ведения диалогов на различные темы."
Район22,Английский язык_МЭ,2024,22,14.04,"Разговорный английский на высоком уровне, анализ текстов и их интерпретация."
Район22,Английский язык_РЭ,2024,241,49.44,"Критическое чтение, написание научных работ и эссе."
Район22,Английский язык_ЗЭ,2024,116,27.71,"Создание резюме и сопроводительных писем, навыки редактирования."
Район22,Астрономия_ШЭ,2023,20,8.2,"Основы астрономии, знание планет и звезд, работа с телескопом."
Район22,Астрономия_МЭ,2023,27,10.14,"Астрономические наблюдения, работа с астрономическими картами."
Район22,Астрономия_РЭ,2023,18,13.73,"Астрономические расчеты, понимание законов движения небесных тел."
Район22,Астрономия_ЗЭ,2023,77,25.41,"История астрономии, влияние астрономии на культуру."
Район22,Астрономия_ШЭ,2024,119,31.71,"Углубленное изучение астрономических явлений, работа с современными телескопами."
